SEXO,IDADE,RACA,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,RENDA_FAMILIAR,BOLSA_ESTUDANTIL,INTERCAMBIO,TRABALHO_DURANTE_GRAD,COTAS,PERMANENCIA_PROLONGADA
M,18.0,C,E,E,E,A,A,A,A,0
M,18.0,C,F,D,E,A,A,E,A,1
M,18.0,A,D,E,F,A,F,C,A,0
M,19.0,C,E,E,D,A,B,C,A,0
F,18.0,C,F,F,E,A,A,A,A,1
M,20.0,A,E,D,D,A,B,A,A,0
M,26.0,C,E,F,F,A,A,C,A,0
M,20.0,A,E,F,F,A,C,A,A,0
M,18.0,C,E,E,F,A,A,E,A,0
F,20.0,A,F,D,E,A,A,A,A,0
F,18.0,C,E,D,F,A,B,A,A,0
M,19.0,C,F,E,F,A,A,A,A,0
M,21.0,C,E,D,E,A,C,A,A,0
M,18.0,A,E,D,E,A,A,A,A,0
M,18.0,A,F,F,E,A,A,C,A,1
F,18.0,A,A,C,D,A,A,A,A,1
M,18.0,A,E,E,F,A,A,A,A,0
M,19.0,A,E,D,E,A,B,A,A,0
M,21.0,A,E,E,G,A,B,A,A,0
M,18.0,A,E,E,F,A,A,A,A,0
F,19.0,C,E,F,D,A,B,A,A,0
M,18.0,A,E,E,F,A,B,A,A,0
M,20.0,A,E,F,E,A,B,A,A,0
M,19.0,A,E,E,F,A,B,C,A,0
M,18.0,C,E,E,F,A,A,E,A,1
M,17.0,A,D,E,E,A,C,A,A,0
M,18.0,C,F,F,F,A,A,A,A,0
M,18.0,A,E,D,E,A,B,D,A,0
M,25.0,C,E,F,F,A,A,E,A,0
M,31.0,A,F,B,F,A,A,D,A,0
M,18.0,A,E,E,F,A,A,E,A,1
M,18.0,C,D,C,F,A,A,A,A,1
M,18.0,A,B,E,F,A,A,E,A,1
M,18.0,A,D,E,D,F,A,A,A,0
F,18.0,A,F,E,F,A,A,A,A,0
M,18.0,A,E,E,E,A,A,A,A,1
F,18.0,A,E,E,G,A,A,A,A,0
M,18.0,A,E,E,F,A,A,A,A,0
M,23.0,A,C,E,E,A,B,A,A,0
M,18.0,A,F,F,F,A,A,E,A,1
M,18.0,A,E,E,D,A,A,C,A,0
M,18.0,C,D,C,B,F,A,A,A,1
M,20.0,A,D,D,E,A,A,A,A,1
M,18.0,A,F,F,F,A,F,A,A,0
M,18.0,A,E,F,F,A,A,B,A,1
M,20.0,D,E,D,G,A,A,E,A,1
M,19.0,A,F,F,D,A,A,E,A,1
M,18.0,A,C,C,B,A,A,A,A,0
M,18.0,A,F,F,G,A,A,D,A,1
M,19.0,C,B,E,E,A,A,A,A,0
M,18.0,C,B,D,E,A,A,E,A,1
M,19.0,C,D,E,E,F,A,E,A,1
M,18.0,C,D,E,D,A,A,A,A,0
M,19.0,C,D,D,B,A,A,D,A,1
M,19.0,A,E,E,C,A,A,C,A,0
M,22.0,A,E,D,D,F,B,C,A,0
M,18.0,C,D,D,F,A,A,E,A,1
M,18.0,C,E,E,F,A,A,E,A,1
F,27.0,C,B,B,A,A,A,A,A,1
M,19.0,A,D,F,F,A,A,E,A,1
M,18.0,C,D,D,D,A,A,E,A,1
M,18.0,A,E,D,G,A,A,D,A,1
F,18.0,C,D,D,E,A,A,A,A,1
M,19.0,A,D,B,D,A,A,E,A,1
F,20.0,B,E,E,F,A,B,D,A,1
M,22.0,C,C,B,D,A,A,E,A,1
M,18.0,A,E,D,D,A,A,E,A,1
M,18.0,C,F,D,E,A,A,E,A,0
F,18.0,C,D,E,D,A,A,A,A,0
M,20.0,A,E,C,C,A,A,A,A,0
F,19.0,C,D,E,D,A,A,A,A,0
M,18.0,C,E,D,D,A,A,C,A,1
M,19.0,B,E,F,E,F,A,E,A,1
M,18.0,C,D,B,E,F,A,E,A,1
M,18.0,C,B,C,E,A,A,D,A,0
F,19.0,B,E,E,F,A,A,A,A,0
M,22.0,A,E,E,D,A,A,D,A,1
M,18.0,C,D,D,F,A,A,E,A,0
M,22.0,C,C,B,C,A,A,D,A,1
M,20.0,B,E,E,E,A,A,E,A,1
M,23.0,A,D,D,A,E,A,A,A,0
M,25.0,C,D,D,D,A,A,E,A,0
M,18.0,A,E,D,D,A,B,A,A,1
M,26.0,A,D,D,E,A,A,D,D,0
F,18.0,A,E,E,B,A,B,A,A,1
M,19.0,A,D,E,E,A,A,A,A,1
F,18.0,C,C,F,D,A,A,A,A,1
M,20.0,C,B,D,B,C,A,A,A,1
M,18.0,C,D,C,B,E,A,D,A,0
M,27.0,A,D,D,B,A,A,A,A,0
M,20.0,A,B,F,F,E,A,A,A,1
M,18.0,C,D,D,D,A,A,C,A,1
M,19.0,C,D,C,D,E,A,E,A,1
M,18.0,A,D,D,F,A,B,A,A,1
M,17.0,C,D,D,C,A,B,A,A,1
M,19.0,A,D,E,F,A,B,C,A,1
M,19.0,A,D,C,C,A,B,A,A,1
M,28.0,B,E,E,E,A,A,B,A,0
M,18.0,C,B,D,C,B,A,E,A,1
F,18.0,A,E,C,E,A,F,A,A,1
F,19.0,C,D,B,B,A,A,E,A,1
M,18.0,A,D,D,D,D,A,A,A,1
M,19.0,B,D,E,F,A,A,D,A,0
M,19.0,C,F,E,G,A,A,B,A,1
M,20.0,A,D,C,E,A,A,E,A,1
M,19.0,C,E,D,C,A,A,A,A,1
F,18.0,A,C,F,E,A,A,E,A,1
M,18.0,A,D,E,E,D,A,A,E,1
F,19.0,C,D,F,A,A,A,E,A,0
M,24.0,C,F,E,E,A,A,E,A,0
M,18.0,A,D,D,E,A,A,A,A,0
M,18.0,A,D,D,C,A,A,E,A,0
M,23.0,C,E,F,E,A,A,A,A,0
M,20.0,A,D,D,E,A,A,A,A,1
M,18.0,A,D,D,F,A,A,A,A,1
M,21.0,C,D,D,B,A,A,E,A,1
F,18.0,A,F,F,C,A,A,C,A,0
M,20.0,C,D,D,B,F,A,A,A,0
M,20.0,A,C,D,C,A,A,A,A,1
M,18.0,C,D,D,C,B,A,A,A,0
M,19.0,A,D,F,C,A,A,A,A,0
M,19.0,A,B,B,D,A,A,A,A,0
M,22.0,C,B,D,A,B,A,A,A,0
M,19.0,C,D,E,D,A,A,A,A,0
F,18.0,A,D,D,A,A,A,C,A,1
F,18.0,A,D,B,C,A,A,A,A,1
M,18.0,A,E,E,C,A,A,A,A,1
M,17.0,A,F,F,F,A,F,A,D,0
M,18.0,A,E,F,E,A,A,A,D,1
M,26.0,A,A,F,D,A,A,E,A,1
M,18.0,A,D,E,F,A,B,A,A,0
M,18.0,A,F,F,F,A,A,D,A,1
M,18.0,A,D,D,D,E,A,A,A,1
M,19.0,A,E,E,F,A,A,B,A,0
M,19.0,A,D,D,B,A,A,A,A,1
M,18.0,A,D,E,F,A,A,E,A,1
M,18.0,A,E,F,F,A,B,A,A,0
M,20.0,A,E,E,C,F,A,A,D,0
M,19.0,A,E,F,F,A,A,D,A,1
M,19.0,A,D,B,B,F,A,A,A,1
M,18.0,A,E,D,E,A,A,A,A,1
M,19.0,A,D,D,D,A,A,A,A,0
M,18.0,C,D,E,E,A,B,C,D,0
M,17.0,A,E,D,E,A,A,A,D,0
M,19.0,A,F,F,E,E,A,E,A,1
M,18.0,A,F,F,F,A,A,A,A,0
M,18.0,A,F,F,E,A,A,D,D,0
M,18.0,A,F,E,G,A,F,D,D,0
M,18.0,D,E,D,E,E,A,E,D,0
M,26.0,A,C,C,E,A,A,E,A,1
M,19.0,A,E,E,C,A,A,A,A,0
F,20.0,A,D,E,E,A,B,D,A,0
M,19.0,A,D,D,E,A,A,B,A,1
M,20.0,A,D,F,C,A,A,A,A,1
M,19.0,E,F,E,F,A,B,A,D,0
M,18.0,A,E,F,E,A,A,A,A,1
M,18.0,A,D,E,C,A,A,A,A,0
F,23.0,A,C,E,E,A,A,A,A,0
M,22.0,A,B,B,B,C,A,A,A,0
M,20.0,A,D,D,B,D,A,A,A,1
M,18.0,A,E,E,C,A,F,D,A,0
M,18.0,A,D,D,A,A,A,A,A,0
M,22.0,A,D,D,D,A,A,E,A,1
F,18.0,A,E,E,C,E,A,A,A,1
F,24.0,A,D,E,E,A,A,D,A,0
M,22.0,A,B,B,D,A,A,E,A,1
M,18.0,A,B,C,A,D,A,A,A,0
M,19.0,A,C,A,C,E,A,A,D,0
M,18.0,C,D,C,E,A,A,E,A,0
M,19.0,A,A,F,D,A,A,B,D,0
M,19.0,A,D,E,C,A,A,A,A,0
M,18.0,A,F,F,G,A,A,E,A,0
M,18.0,A,E,D,B,A,A,D,A,0
M,21.0,A,D,D,D,A,A,E,A,0
M,19.0,A,C,C,A,A,B,A,A,0
M,19.0,C,D,D,B,A,A,A,A,0
M,22.0,A,D,D,B,A,A,A,A,1
M,19.0,B,B,D,A,A,A,A,D,0
M,26.0,A,D,D,B,A,A,A,A,0
M,22.0,B,D,D,D,A,A,D,A,0
M,20.0,A,E,E,D,A,A,A,A,0
M,29.0,A,A,E,B,A,A,B,A,0
M,18.0,A,D,D,E,A,A,D,A,0
M,20.0,C,B,E,B,A,A,A,A,0
M,18.0,C,E,E,B,A,A,A,A,0
M,18.0,C,C,E,C,A,B,A,A,0
M,18.0,A,B,B,B,E,A,A,A,0
M,17.0,A,D,F,E,F,A,A,A,0
M,19.0,A,D,D,E,A,A,D,A,0
M,19.0,A,A,B,B,E,A,A,A,0
M,18.0,A,E,E,C,E,A,A,D,0
M,18.0,A,E,F,E,A,A,A,A,0
F,18.0,A,F,F,E,A,B,A,A,0
M,18.0,A,E,F,D,A,A,A,A,0
M,18.0,A,D,D,E,A,A,D,D,0
M,19.0,A,C,E,B,A,A,B,A,0
M,18.0,A,E,D,D,A,A,D,A,0
M,18.0,A,D,D,D,A,A,C,D,0
M,19.0,A,B,D,D,E,A,A,D,0
M,16.0,C,F,E,F,A,A,A,A,0
M,18.0,A,D,F,D,A,A,A,A,0
M,19.0,A,D,D,B,D,A,A,C,0
M,21.0,C,B,F,E,A,A,D,A,0
M,18.0,A,B,E,C,A,A,E,A,0
F,18.0,A,D,F,D,A,A,E,C,0
M,19.0,A,C,B,A,A,A,A,E,0
M,27.0,A,B,B,F,A,A,E,A,0
M,17.0,A,E,D,E,A,A,A,A,0
M,22.0,A,E,F,B,A,A,E,E,0
M,18.0,C,E,D,E,F,A,E,A,0
M,21.0,A,B,B,C,A,A,E,A,0
M,18.0,A,C,D,B,A,A,A,A,0
M,20.0,A,B,B,C,A,A,E,A,0
M,25.0,A,B,B,D,A,A,E,F,0
M,18.0,A,C,D,C,A,A,B,A,0
M,19.0,A,B,D,D,A,A,E,A,0
M,32.0,A,D,D,D,A,A,E,A,0
F,23.0,A,D,D,D,A,A,E,A,0
M,18.0,A,E,D,A,A,B,A,A,0
F,18.0,A,A,A,A,A,A,A,A,1
M,19.0,B,D,B,B,E,A,B,A,0
M,18.0,C,D,D,D,E,A,B,D,0
F,18.0,C,D,D,F,A,A,E,A,1
M,18.0,A,D,F,D,A,A,A,A,0
M,19.0,A,F,D,E,A,A,A,A,0
M,19.0,C,E,D,C,E,A,A,D,0
M,20.0,C,D,E,C,A,A,E,A,0
M,19.0,B,E,E,F,A,B,A,A,0
M,17.0,B,D,D,D,A,A,A,A,1
M,18.0,A,E,E,E,A,A,B,A,0
F,19.0,B,C,E,A,E,B,A,E,0
M,18.0,A,C,D,C,A,A,E,A,0
M,26.0,C,C,B,A,E,A,A,D,0
M,18.0,A,D,E,E,A,A,A,A,1
F,18.0,A,E,F,E,A,A,E,A,1
M,19.0,C,E,D,B,E,A,A,D,0
M,19.0,A,E,F,E,A,A,E,A,1
M,18.0,A,E,E,D,A,A,A,A,0
M,19.0,E,E,E,F,A,A,B,A,0
M,17.0,C,E,D,C,A,A,A,A,0
F,18.0,A,B,B,D,A,A,A,A,0
M,20.0,C,E,D,D,A,A,A,A,0
M,23.0,C,E,E,D,A,A,A,A,0
F,19.0,C,D,F,F,A,A,D,A,0
M,26.0,A,D,D,A,A,A,A,A,0
M,21.0,C,D,D,C,A,B,B,A,0
M,23.0,A,E,E,F,A,A,A,A,0
M,18.0,B,D,E,D,A,B,A,A,0
M,26.0,C,B,B,A,B,A,E,B,0
M,18.0,A,E,E,D,A,B,A,A,0
F,18.0,C,C,E,C,B,A,A,A,0
M,20.0,A,D,D,E,A,A,A,A,0
M,19.0,A,E,F,C,B,B,A,A,1
M,18.0,A,D,D,E,A,A,E,A,1
M,20.0,A,E,E,D,A,A,A,A,1
M,19.0,A,F,E,F,A,F,A,A,1
M,19.0,A,B,C,B,B,A,A,A,1
M,20.0,A,C,C,B,B,A,A,D,1
M,20.0,A,F,F,G,A,A,C,A,1
F,20.0,A,D,D,E,D,A,C,D,1
M,19.0,A,E,E,C,A,F,B,A,1
M,19.0,A,E,E,F,A,B,A,A,0
M,18.0,A,D,F,E,A,A,A,A,0
M,19.0,A,E,F,D,A,A,C,A,0
M,18.0,A,C,B,E,A,F,A,D,0
M,18.0,A,E,D,F,A,B,A,A,0
M,19.0,A,B,D,B,A,A,A,D,0
M,22.0,A,D,E,E,A,B,A,A,0
M,20.0,A,D,D,C,A,A,A,A,0
M,18.0,A,E,E,F,A,A,A,A,0
M,18.0,A,E,D,C,A,A,A,A,0
M,17.0,A,F,D,E,A,A,A,D,0
M,18.0,A,D,D,F,A,A,A,A,0
M,18.0,A,D,D,E,A,B,A,A,0
M,18.0,A,B,F,C,A,A,A,D,0
M,19.0,A,F,D,E,A,A,A,A,0
M,22.0,A,C,C,E,A,A,E,D,0
M,18.0,A,F,D,E,A,A,A,A,0
M,19.0,A,B,D,B,E,A,A,A,0
M,20.0,A,D,D,C,A,A,A,A,0
M,20.0,A,B,B,C,A,A,A,A,0
M,18.0,A,B,C,B,A,B,A,D,0
M,20.0,C,E,E,D,A,A,A,A,0
M,19.0,C,D,D,E,A,B,A,A,0
M,19.0,C,F,F,E,A,A,A,A,0
M,19.0,A,A,B,A,E,B,A,D,0
M,18.0,A,D,E,B,C,A,A,A,0
M,19.0,A,E,D,C,E,A,A,A,0
M,18.0,A,B,D,C,A,B,B,D,0
M,22.0,C,D,B,B,E,A,A,A,0
M,18.0,A,D,E,E,A,A,A,A,0
M,22.0,A,F,E,F,A,A,A,A,0
M,26.0,C,E,E,F,A,A,A,A,0
M,19.0,C,E,F,G,A,A,D,A,0
M,21.0,A,F,D,G,F,B,A,A,0
M,17.0,C,F,E,F,A,A,E,A,0
M,17.0,C,F,F,F,D,B,A,A,0
M,18.0,C,E,E,G,A,B,A,A,0
M,17.0,A,D,F,F,A,A,A,A,0
M,17.0,C,E,E,G,A,B,C,A,0
M,20.0,C,D,D,C,A,B,A,A,0
M,18.0,A,D,E,F,A,A,A,A,0
M,20.0,A,D,F,G,A,A,E,A,0
M,17.0,C,F,E,G,A,B,A,A,0
M,17.0,A,E,F,G,A,A,E,A,0
M,21.0,A,E,F,G,A,A,A,A,0
M,17.0,A,F,F,G,A,A,E,A,0
M,18.0,A,D,D,E,A,A,A,A,0
F,17.0,A,F,F,F,A,A,A,A,0
M,18.0,A,F,F,G,A,A,D,A,0
M,17.0,A,F,F,F,A,A,E,A,0
M,19.0,A,E,D,B,A,A,A,A,0
M,20.0,A,D,D,B,A,A,A,A,0
M,18.0,A,D,D,D,A,A,E,A,0
M,23.0,A,B,C,C,A,A,A,A,0
M,26.0,A,E,E,A,A,A,D,A,0
M,33.0,A,D,D,C,A,A,B,A,0
M,24.0,C,D,C,C,A,A,A,A,0
M,24.0,C,D,D,B,A,A,A,A,0
M,20.0,C,A,D,B,A,B,A,A,0
M,33.0,C,B,B,C,A,A,E,A,0
M,21.0,A,B,C,B,A,A,A,A,0
M,28.0,A,E,E,F,A,A,E,A,0
M,20.0,A,B,C,A,A,A,A,A,0
M,21.0,B,B,B,B,A,B,C,A,0
M,31.0,C,A,B,D,A,A,E,A,0
M,20.0,A,D,E,B,C,A,A,A,0
M,19.0,A,B,F,C,A,A,B,A,0
M,17.0,A,D,D,D,D,A,C,C,0
M,18.0,B,F,F,C,A,A,A,A,0
M,18.0,A,E,F,F,A,A,A,A,0
M,21.0,A,D,D,D,A,A,A,A,0
M,18.0,A,C,D,B,C,A,A,A,0
M,19.0,A,F,D,D,C,A,D,A,0
F,19.0,A,B,C,A,D,A,A,A,0
M,19.0,A,D,D,E,C,A,E,A,0
M,17.0,A,E,E,F,A,A,C,A,0
M,21.0,A,D,E,D,C,A,A,A,0
M,18.0,D,B,D,D,A,B,A,A,0
M,20.0,A,E,E,B,A,B,A,A,0
M,21.0,A,C,D,A,D,B,A,D,0
M,18.0,A,D,D,E,A,A,A,D,0
F,19.0,A,C,D,C,A,A,A,A,0
M,18.0,C,E,D,A,E,B,B,D,0
M,18.0,A,D,D,C,A,A,A,A,0
F,18.0,A,D,F,D,A,A,A,A,0
M,18.0,D,E,D,E,A,B,A,D,0
M,19.0,A,D,B,E,A,A,A,D,0
M,18.0,C,D,D,C,A,B,A,E,0
M,18.0,A,E,E,E,A,B,A,D,0
F,23.0,A,E,D,E,A,A,A,D,0
M,20.0,A,C,E,C,A,B,B,A,0
M,20.0,A,D,C,D,A,B,A,A,0
M,19.0,A,E,D,C,D,A,C,A,0
M,19.0,C,D,E,E,C,A,A,D,0
M,19.0,A,F,D,D,C,B,A,A,0
M,18.0,A,E,F,D,A,B,A,A,0
M,20.0,A,E,E,C,F,B,A,A,0
F,19.0,A,D,E,C,A,A,B,D,0
M,19.0,A,E,E,A,A,B,A,A,0
M,18.0,A,D,F,F,A,B,A,A,0
M,18.0,A,F,E,C,C,B,A,A,0
M,21.0,A,E,D,E,A,A,A,A,0
M,19.0,A,E,E,D,A,A,A,D,0
M,19.0,A,F,F,F,C,B,A,A,0
M,18.0,A,D,E,E,A,B,A,A,0
M,37.0,A,B,B,E,A,A,E,A,0
M,20.0,A,B,C,C,A,A,E,A,0
M,18.0,A,F,F,F,A,A,D,A,0
M,18.0,A,D,E,D,A,A,E,A,0
M,19.0,A,E,E,F,A,A,A,A,0
M,19.0,A,E,D,E,A,A,E,A,1
M,19.0,A,E,C,D,A,A,D,A,0
F,22.0,C,D,D,C,A,A,A,F,0
F,19.0,A,B,C,B,A,A,E,A,0
M,20.0,D,D,E,E,A,A,E,A,0
M,19.0,A,D,C,D,A,A,E,A,0
M,21.0,D,E,C,D,A,A,E,A,0
M,17.0,A,D,D,C,A,A,E,D,0
M,24.0,A,B,D,B,A,A,C,A,0
F,21.0,A,D,E,C,A,A,A,A,0
M,20.0,A,B,B,C,A,A,E,A,0
M,18.0,A,F,F,G,A,B,A,A,0
F,21.0,C,D,D,C,A,A,A,A,0
M,23.0,C,E,E,B,A,A,A,A,0
M,19.0,C,B,D,B,A,A,A,A,0
M,22.0,C,C,D,B,E,A,E,D,0
M,23.0,A,E,E,C,A,A,C,A,0
M,21.0,B,C,C,A,A,A,A,B,0
M,23.0,C,F,F,C,A,A,B,A,0
M,26.0,B,B,B,E,A,A,E,B,0
M,27.0,D,E,D,B,A,A,B,A,0
M,27.0,A,D,C,A,E,A,A,A,0
M,23.0,A,D,B,D,A,A,E,D,0
M,24.0,A,E,E,E,A,A,D,A,0
M,31.0,A,A,E,C,A,A,D,A,0
M,26.0,A,E,E,E,A,B,D,A,0
M,24.0,A,C,C,B,A,A,A,A,0
M,23.0,A,B,D,B,E,A,A,C,0
M,26.0,A,E,E,E,A,A,A,A,0
F,29.0,D,B,B,D,A,A,E,A,0
M,25.0,A,E,D,B,A,B,C,A,0
M,25.0,A,D,E,A,A,A,A,A,0
F,27.0,A,C,C,A,E,A,A,A,0
M,35.0,C,D,B,D,A,A,E,A,0
M,26.0,A,E,E,D,A,A,A,A,0
M,18.0,C,D,C,E,A,B,A,A,0
M,18.0,A,F,E,F,A,B,D,A,1
M,19.0,A,D,E,F,A,B,E,A,1
M,21.0,A,D,F,B,A,A,E,A,1
M,18.0,A,F,F,E,A,B,A,A,0
M,19.0,B,D,E,B,A,A,E,A,1
M,21.0,A,D,E,B,A,A,A,D,0
M,18.0,A,F,F,C,A,B,E,A,1
M,20.0,D,D,B,B,B,A,E,B,0
M,18.0,C,D,D,C,A,A,D,A,0
M,18.0,C,F,E,E,A,A,D,A,1
M,19.0,A,D,D,B,A,A,A,D,0
M,19.0,A,F,E,F,A,A,A,A,0
M,18.0,D,F,E,D,A,A,A,E,0
M,23.0,C,A,C,C,D,B,E,C,1
M,18.0,A,E,E,E,A,B,A,A,1
M,20.0,A,D,E,F,A,A,A,D,1
M,19.0,D,D,E,C,A,B,E,D,1
M,20.0,A,E,D,E,A,B,C,A,1
M,18.0,C,E,E,G,A,A,D,A,1
M,18.0,A,D,D,C,A,A,A,A,1
M,20.0,A,D,D,C,C,B,C,D,0
M,18.0,A,E,E,F,A,B,E,A,1
M,20.0,A,E,E,F,A,B,A,A,0
M,19.0,A,F,E,G,A,F,D,A,1
M,19.0,A,E,E,F,A,A,B,A,0
M,20.0,A,D,D,C,A,A,E,A,1
F,18.0,A,E,E,F,A,B,A,D,0
M,19.0,A,E,E,E,A,A,E,A,1
M,18.0,A,F,E,G,A,A,B,A,1
M,19.0,A,D,D,E,A,A,E,A,1
M,20.0,A,D,E,F,A,A,E,A,1
M,22.0,A,B,D,C,D,B,B,D,0
M,19.0,A,F,F,F,A,B,A,D,0
M,20.0,F,D,D,C,A,A,A,A,0
F,20.0,A,E,F,D,A,A,A,A,0
F,24.0,A,E,E,C,A,F,E,A,1
M,20.0,D,F,E,D,A,B,A,A,0
M,19.0,A,E,E,F,A,B,A,A,0
M,19.0,A,E,D,D,A,A,A,D,0
M,20.0,B,E,D,B,A,A,E,E,1
M,17.0,B,D,F,E,A,A,A,A,0
M,17.0,A,D,D,E,A,A,A,D,0
M,19.0,A,D,E,C,A,A,C,A,0
M,19.0,D,E,D,F,A,A,A,A,0
M,18.0,A,E,E,D,A,A,A,D,0
M,18.0,A,E,E,F,A,A,A,D,0
M,20.0,A,E,D,E,A,A,A,A,0
M,21.0,C,E,D,F,A,A,A,A,0
M,25.0,D,D,D,D,A,A,A,A,0
M,19.0,D,F,D,E,A,A,A,A,0
M,18.0,A,E,E,F,A,A,D,D,0
M,21.0,A,D,B,E,C,A,C,D,0
M,18.0,A,E,E,D,A,A,A,A,0
M,21.0,A,E,E,C,A,A,A,A,0
F,21.0,A,C,D,C,A,A,A,A,0
M,19.0,A,E,E,E,D,A,A,A,0
M,19.0,A,C,C,A,A,A,A,A,0
M,21.0,A,E,D,G,A,A,A,A,0
M,19.0,A,D,F,F,A,A,A,A,0
M,18.0,A,B,F,A,A,A,A,A,0
F,19.0,A,E,E,C,A,A,E,D,0
F,18.0,A,E,F,E,A,A,A,A,1
F,18.0,A,F,E,F,A,A,A,A,0
M,19.0,A,E,E,C,A,A,A,A,0
F,18.0,D,C,C,B,C,A,A,D,0
M,35.0,A,B,B,A,E,A,A,A,0
M,22.0,A,D,E,B,A,A,D,A,0
F,18.0,A,E,F,D,D,A,A,E,0
M,22.0,A,F,D,C,A,B,A,D,1
M,19.0,A,D,D,B,A,A,A,D,0
M,20.0,A,C,E,B,A,B,A,D,1
M,18.0,B,A,C,B,F,A,A,E,0
M,25.0,A,D,D,E,A,A,D,A,0
M,19.0,A,D,D,D,A,A,A,A,0
M,19.0,A,E,D,D,A,A,E,A,0
M,17.0,A,D,F,E,A,A,A,A,1
M,21.0,D,D,E,C,A,A,A,A,1
M,18.0,A,E,E,B,A,B,A,A,1
F,21.0,A,D,D,C,C,A,A,A,0
M,19.0,A,D,D,C,A,A,A,A,1
M,19.0,A,E,E,B,C,A,D,A,0
F,41.0,A,E,D,G,A,A,C,A,0
M,22.0,A,D,E,F,A,E,D,A,0
M,23.0,A,C,F,B,B,A,C,C,1
M,19.0,A,D,D,D,A,B,D,A,0
M,19.0,A,E,D,F,A,A,D,A,0
M,19.0,C,E,E,F,A,A,E,D,0
M,20.0,A,E,E,F,A,B,A,A,1
M,20.0,C,D,D,C,A,B,A,A,1
M,20.0,C,C,F,C,A,A,B,D,0
M,19.0,D,A,E,D,A,B,A,A,1
M,22.0,A,C,D,B,A,F,A,D,0
M,18.0,A,E,E,C,A,A,A,A,0
M,18.0,A,D,E,B,D,B,A,D,1
M,20.0,A,E,E,E,A,A,A,D,0
M,22.0,C,E,D,E,C,A,D,A,0
F,19.0,A,E,E,F,A,F,E,A,0
M,19.0,A,E,E,E,A,B,D,A,0
M,20.0,A,D,D,D,C,B,A,A,1
M,18.0,A,D,D,F,A,A,E,A,0
M,19.0,A,F,E,F,A,A,D,A,0
M,18.0,D,C,E,D,A,B,C,A,0
M,18.0,D,E,F,F,A,B,A,A,1
M,22.0,A,E,E,F,A,E,E,F,0
M,20.0,C,E,D,B,A,B,A,A,1
M,20.0,A,E,F,E,A,A,A,A,0
M,20.0,D,E,E,B,A,A,A,A,0
M,19.0,A,E,D,E,A,A,D,A,0
M,21.0,C,E,E,F,A,B,C,A,0
F,18.0,A,D,D,C,A,A,A,A,0
M,18.0,A,E,E,F,A,F,D,D,1
M,19.0,A,F,E,E,A,A,A,A,0
M,18.0,A,F,E,G,A,B,D,A,0
M,19.0,C,D,D,F,A,F,A,A,1
M,20.0,C,F,E,F,A,B,A,A,1
M,18.0,A,D,F,C,A,A,D,A,0
F,18.0,A,C,C,B,D,E,B,A,0
M,19.0,D,D,D,D,A,F,A,A,1
M,19.0,F,D,E,F,A,E,C,A,1
M,19.0,A,E,E,E,A,B,A,D,0
M,20.0,F,D,E,D,A,A,A,A,0
F,19.0,C,E,F,F,A,B,A,A,0
M,20.0,C,E,E,B,A,A,D,A,0
M,18.0,D,E,D,F,A,A,A,A,0
M,20.0,A,A,D,E,A,F,E,A,1
M,18.0,A,E,E,B,A,A,A,A,0
M,19.0,A,E,E,E,A,B,A,A,1
F,19.0,A,D,D,D,A,A,D,A,0
M,21.0,F,E,E,A,A,A,A,A,1
M,20.0,A,F,F,E,C,A,D,A,0
M,19.0,A,F,E,E,A,A,D,A,0
M,20.0,A,B,B,F,A,A,A,A,0
M,18.0,A,D,D,A,D,B,A,A,0
M,19.0,A,E,E,D,A,A,A,A,0
M,18.0,A,E,E,F,A,B,E,A,0
F,20.0,A,F,E,F,A,B,A,A,1
F,18.0,C,D,D,D,A,B,D,A,0
M,20.0,C,F,E,F,A,B,D,A,0
F,19.0,A,E,D,C,A,A,A,A,0
M,28.0,D,F,F,F,A,A,A,A,0
F,19.0,A,D,E,E,A,B,A,D,0
M,18.0,A,E,E,F,A,B,D,A,0
M,20.0,A,D,D,E,A,A,E,A,1
M,19.0,A,E,E,F,A,B,A,D,0
M,22.0,F,E,D,C,A,A,A,A,0
M,18.0,D,E,E,D,A,B,E,A,0
M,18.0,D,D,E,F,A,B,A,A,1
M,26.0,A,F,F,E,A,E,B,A,0
M,19.0,A,E,E,F,A,B,A,A,1
M,18.0,A,D,D,D,A,B,D,A,0
M,18.0,A,F,E,G,A,B,D,A,0
M,19.0,A,F,F,F,A,B,A,A,1
M,19.0,A,C,C,D,A,B,D,A,0
M,21.0,A,F,F,F,A,A,E,A,0
M,19.0,A,D,C,E,D,B,D,A,0
M,18.0,A,E,C,E,A,B,A,A,0
M,19.0,A,E,E,F,A,B,E,A,0
M,20.0,A,E,E,E,A,B,A,D,0
M,32.0,F,E,D,A,A,A,A,A,0
M,23.0,A,D,E,F,C,A,A,A,0
M,18.0,A,E,E,C,A,A,D,A,0
M,19.0,C,E,E,D,A,A,D,A,0
M,18.0,A,E,F,D,A,A,A,D,0
M,19.0,A,E,D,F,A,A,D,A,1
M,19.0,A,C,D,F,A,A,E,A,1
M,20.0,A,C,B,E,A,A,D,D,0
M,18.0,A,E,E,C,A,B,E,A,0
M,19.0,A,E,F,F,A,F,E,A,0
M,18.0,F,E,E,E,A,B,A,A,0
M,19.0,A,B,D,F,A,F,E,D,1
M,21.0,A,F,F,C,C,B,A,A,1
